date,team1,team2,city,venue,toss_winner,toss_decision,winner,year,home_team,team1_recent_form,team2_recent_form,team1_h2h_wins,team2_h2h_wins,toss_match_win,target,team1_strength,team2_strength
2026-03-13,Pakistan,Bangladesh,Dhaka,"Shere Bangla National Stadium, Mirpur",Bangladesh,field,Pakistan,2026,Bangladesh,4,4,3,5,0,1,0.5123456790123457,0.5107913669064749
2026-03-15,Bangladesh,Pakistan,Dhaka,"Shere Bangla National Stadium, Mirpur",Pakistan,field,Bangladesh,2026,Bangladesh,3,4,5,4,0,1,0.5107913669064749,0.5123456790123457
2026-04-04,Namibia,Oman,Windhoek,"Namibia Cricket Ground, Windhoek",Oman,field,Oman,2026,Neutral,3,3,7,3,1,0,0.5,0.5151515151515151
2026-04-08,Oman,Scotland,Windhoek,"Namibia Cricket Ground, Windhoek",Scotland,field,Oman,2026,Neutral,3,4,1,6,0,1,0.5151515151515151,0.5714285714285714
2026-04-10,Oman,Namibia,Windhoek,"Namibia Cricket Ground, Windhoek",Namibia,field,Namibia,2026,Neutral,4,3,4,7,1,0,0.5151515151515151,0.5
2026-04-12,Namibia,Scotland,Windhoek,"Namibia Cricket Ground, Windhoek",Namibia,bat,Scotland,2026,Neutral,3,3,1,7,0,0,0.5,0.5714285714285714
2026-04-17,New Zealand,Bangladesh,Dhaka,"Shere Bangla National Stadium, Mirpur",New Zealand,bat,New Zealand,2026,Bangladesh,4,4,18,3,1,1,0.6271186440677966,0.5107913669064749
2026-04-20,New Zealand,Bangladesh,Dhaka,"Shere Bangla National Stadium, Mirpur",New Zealand,bat,Bangladesh,2026,Bangladesh,4,3,19,3,0,0,0.6271186440677966,0.5107913669064749
2026-04-23,Bangladesh,New Zealand,Chattogram,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",New Zealand,field,Bangladesh,2026,Neutral,3,3,4,19,0,1,0.5107913669064749,0.6271186440677966
2026-04-25,Nepal,United Arab Emirates,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,field,Nepal,2026,Neutral,1,2,9,8,0,1,0.5185185185185185,0.3486238532110092
2026-04-27,United Arab Emirates,Oman,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Oman,field,United Arab Emirates,2026,Neutral,2,3,3,6,0,1,0.3486238532110092,0.5151515151515151
2026-04-29,Oman,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Oman,bat,Oman,2026,Neutral,2,1,5,3,1,1,0.5151515151515151,0.5185185185185185
2026-05-01,Nepal,United Arab Emirates,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,bat,Nepal,2026,Neutral,1,3,10,8,1,1,0.5185185185185185,0.3486238532110092
2026-05-03,United Arab Emirates,Oman,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,bat,United Arab Emirates,2026,Neutral,2,3,4,6,1,1,0.3486238532110092,0.5151515151515151
2026-05-05,Nepal,Oman,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,bat,Nepal,2026,Neutral,2,2,3,6,1,1,0.5185185185185185,0.5151515151515151
2026-05-12,Scotland,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Scotland,bat,Scotland,2026,Neutral,3,3,4,5,1,1,0.5714285714285714,0.5185185185185185
2026-05-14,Scotland,United States of America,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",United States of America,field,Scotland,2026,Neutral,4,5,5,3,0,1,0.5714285714285714,0.5571428571428572
2026-05-16,United States of America,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",United States of America,bat,Nepal,2026,Neutral,4,3,4,4,0,0,0.5571428571428572,0.5185185185185185
