date,team1,team2,city,venue,toss_winner,toss_decision,winner,year,home_team,team1_recent_form,team2_recent_form,team1_h2h_wins,team2_h2h_wins,toss_match_win,target,team1_strength,team2_strength
2017-12-13,India,Sri Lanka,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sri Lanka,field,India,2017,Neutral,3,1,5,2,0,1,0.673469387755102,0.41899441340782123
2017-12-17,Sri Lanka,India,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,field,India,2017,Neutral,1,3,2,6,1,0,0.41899441340782123,0.673469387755102
2017-12-20,West Indies,New Zealand,Whangarei,Cobham Oval (New),New Zealand,field,New Zealand,2017,Neutral,0,1,0,1,1,0,0.34591194968553457,0.6271186440677966
2017-12-23,New Zealand,West Indies,Christchurch,Hagley Oval,West Indies,field,New Zealand,2017,New Zealand,2,0,2,0,0,1,0.6271186440677966,0.34591194968553457
2017-12-26,New Zealand,West Indies,Christchurch,Hagley Oval,New Zealand,bat,New Zealand,2017,New Zealand,3,0,3,0,1,1,0.6271186440677966,0.34591194968553457
2018-01-06,New Zealand,Pakistan,Wellington,Basin Reserve,Pakistan,field,New Zealand,2018,New Zealand,3,5,4,0,0,1,0.6271186440677966,0.5123456790123457
2018-01-09,Pakistan,New Zealand,Nelson,Saxton Oval,Pakistan,bat,New Zealand,2018,New Zealand,4,4,0,5,0,0,0.5123456790123457,0.6271186440677966
2018-01-11,United Arab Emirates,Ireland,Dubai,ICC Academy,Ireland,field,Ireland,2018,Neutral,2,0,0,3,1,0,0.3486238532110092,0.4024390243902439
2018-01-13,New Zealand,Pakistan,Dunedin,University Oval,New Zealand,bat,New Zealand,2018,New Zealand,5,3,6,0,1,1,0.6271186440677966,0.5123456790123457
2018-01-13,Ireland,United Arab Emirates,Dubai,ICC Academy,Ireland,bat,Ireland,2018,Neutral,1,1,4,0,1,1,0.4024390243902439,0.3486238532110092
2018-01-14,Australia,England,Unknown,Melbourne Cricket Ground,England,field,England,2018,Australia,1,4,7,3,1,0,0.5705882352941176,0.5895953757225434
2018-01-15,Zimbabwe,Bangladesh,Dhaka,"Shere Bangla National Stadium, Mirpur",Bangladesh,field,Bangladesh,2018,Bangladesh,3,1,0,3,1,0,0.29357798165137616,0.5107913669064749
2018-01-16,Scotland,Ireland,Dubai,ICC Academy,Ireland,field,Ireland,2018,Neutral,2,2,0,1,1,0,0.5714285714285714,0.4024390243902439
2018-01-16,Pakistan,New Zealand,Hamilton,Seddon Park,Pakistan,bat,New Zealand,2018,New Zealand,2,5,0,7,0,0,0.5123456790123457,0.6271186440677966
2018-01-17,Zimbabwe,Sri Lanka,Dhaka,"Shere Bangla National Stadium, Mirpur",Sri Lanka,field,Zimbabwe,2018,Neutral,2,1,3,4,0,1,0.29357798165137616,0.41899441340782123
2018-01-18,Ireland,Scotland,Dubai,ICC Academy,Ireland,bat,Ireland,2018,Neutral,3,1,2,0,1,1,0.4024390243902439,0.5714285714285714
2018-01-19,Bangladesh,Sri Lanka,Dhaka,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,Bangladesh,2018,Bangladesh,1,1,1,2,1,1,0.5107913669064749,0.41899441340782123
2018-01-19,Australia,England,Brisbane,"Brisbane Cricket Ground, Woolloongabba",Australia,bat,England,2018,Australia,1,5,7,4,0,0,0.5705882352941176,0.5895953757225434
2018-01-19,New Zealand,Pakistan,Wellington,Basin Reserve,New Zealand,bat,New Zealand,2018,New Zealand,5,1,8,0,1,1,0.6271186440677966,0.5123456790123457
2018-01-21,England,Australia,Unknown,Sydney Cricket Ground,Australia,field,England,2018,Australia,5,1,5,7,0,1,0.5895953757225434,0.5705882352941176
2018-01-21,Zimbabwe,Sri Lanka,Dhaka,"Shere Bangla National Stadium, Mirpur",Zimbabwe,bat,Sri Lanka,2018,Neutral,3,1,4,4,0,0,0.29357798165137616,0.41899441340782123
2018-01-21,Scotland,United Arab Emirates,Dubai,ICC Academy,United Arab Emirates,field,Scotland,2018,Neutral,1,1,2,1,0,1,0.5714285714285714,0.3486238532110092
2018-01-23,Bangladesh,Zimbabwe,Dhaka,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,Bangladesh,2018,Bangladesh,2,3,4,0,1,1,0.5107913669064749,0.29357798165137616
2018-01-23,Scotland,United Arab Emirates,Dubai,ICC Academy,Scotland,bat,United Arab Emirates,2018,Neutral,2,1,3,1,0,0,0.5714285714285714,0.3486238532110092
2018-01-25,Bangladesh,Sri Lanka,Dhaka,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,Sri Lanka,2018,Bangladesh,3,1,2,2,0,0,0.5107913669064749,0.41899441340782123
2018-01-26,England,Australia,Unknown,Adelaide Oval,Australia,field,Australia,2018,Australia,5,1,6,7,1,0,0.5895953757225434,0.5705882352941176
2018-01-27,Sri Lanka,Bangladesh,Dhaka,"Shere Bangla National Stadium, Mirpur",Sri Lanka,bat,Sri Lanka,2018,Bangladesh,2,3,3,2,1,1,0.41899441340782123,0.5107913669064749
2018-01-28,England,Australia,Unknown,Perth Stadium,Australia,field,England,2018,Australia,4,1,6,8,0,1,0.5895953757225434,0.5705882352941176
2018-02-01,South Africa,India,Durban,Kingsmead,South Africa,bat,India,2018,South Africa,3,4,3,4,0,0,0.5828220858895705,0.673469387755102
2018-02-04,South Africa,India,Centurion,SuperSport Park,India,field,India,2018,South Africa,3,4,3,5,1,0,0.5828220858895705,0.673469387755102
2018-02-07,India,South Africa,Cape Town,Newlands,South Africa,field,India,2018,South Africa,4,3,6,3,0,1,0.673469387755102,0.5828220858895705
2018-02-10,India,South Africa,Johannesburg,The Wanderers Stadium,India,bat,South Africa,2018,South Africa,5,2,7,3,0,0,0.673469387755102,0.5828220858895705
2018-02-13,India,South Africa,Port Elizabeth,St George's Park,South Africa,field,India,2018,South Africa,4,2,7,4,0,1,0.673469387755102,0.5828220858895705
2018-02-16,South Africa,India,Centurion,SuperSport Park,India,field,India,2018,South Africa,1,4,4,8,1,0,0.5828220858895705,0.673469387755102
2018-02-25,England,New Zealand,Hamilton,Seddon Park,New Zealand,field,New Zealand,2018,New Zealand,4,5,4,3,1,0,0.5895953757225434,0.6271186440677966
2018-02-28,New Zealand,England,Mount Maunganui,Bay Oval,England,field,England,2018,New Zealand,5,3,4,4,1,0,0.6271186440677966,0.5895953757225434
2018-03-03,England,New Zealand,Wellington,Westpac Stadium,New Zealand,field,England,2018,New Zealand,3,4,5,4,0,1,0.5895953757225434,0.6271186440677966
2018-03-04,United Arab Emirates,Papua New Guinea,Unknown,Harare Sports Club,Papua New Guinea,field,United Arab Emirates,2018,Neutral,2,2,1,1,0,1,0.3486238532110092,0.2
2018-03-06,West Indies,United Arab Emirates,Harare,Old Hararians,West Indies,bat,West Indies,2018,Neutral,0,2,1,0,1,1,0.34591194968553457,0.3486238532110092
2018-03-06,Hong Kong,Scotland,Unknown,Bulawayo Athletic Club,Scotland,field,Scotland,2018,Neutral,3,1,1,1,1,0,0.38461538461538464,0.5714285714285714
2018-03-06,Papua New Guinea,Ireland,Unknown,Harare Sports Club,Ireland,field,Ireland,2018,Neutral,1,4,0,0,1,0,0.2,0.4024390243902439
2018-03-07,England,New Zealand,Dunedin,University Oval,New Zealand,field,New Zealand,2018,New Zealand,3,3,6,4,1,0,0.5895953757225434,0.6271186440677966
2018-03-08,Papua New Guinea,West Indies,Harare,Old Hararians,Papua New Guinea,bat,West Indies,2018,Neutral,1,1,0,0,0,0,0.2,0.34591194968553457
2018-03-10,New Zealand,England,Christchurch,Hagley Oval,England,field,England,2018,New Zealand,3,3,5,6,1,0,0.6271186440677966,0.5895953757225434
2018-03-10,West Indies,Ireland,Unknown,Harare Sports Club,Ireland,field,West Indies,2018,Neutral,2,5,0,1,0,1,0.34591194968553457,0.4024390243902439
2018-03-10,Zimbabwe,Hong Kong,Bulawayo,Queens Sports Club,Hong Kong,field,Zimbabwe,2018,Neutral,2,3,0,0,0,1,0.29357798165137616,0.38461538461538464
2018-03-12,Ireland,United Arab Emirates,Harare,Old Hararians,United Arab Emirates,field,Ireland,2018,Neutral,4,2,5,0,0,1,0.4024390243902439,0.3486238532110092
2018-03-15,Scotland,United Arab Emirates,Bulawayo,Queens Sports Club,Scotland,bat,Scotland,2018,Neutral,2,2,3,2,1,1,0.5714285714285714,0.3486238532110092
2018-03-16,Zimbabwe,Ireland,Unknown,Harare Sports Club,Ireland,field,Zimbabwe,2018,Neutral,2,4,2,2,0,1,0.29357798165137616,0.4024390243902439
2018-03-17,Papua New Guinea,Hong Kong,Harare,Old Hararians,Papua New Guinea,bat,Papua New Guinea,2018,Neutral,0,2,1,3,1,1,0.2,0.38461538461538464
2018-03-18,Ireland,Scotland,Unknown,Harare Sports Club,Scotland,field,Ireland,2018,Neutral,3,3,3,0,0,1,0.4024390243902439,0.5714285714285714
2018-03-19,Zimbabwe,West Indies,Unknown,Harare Sports Club,Zimbabwe,bat,West Indies,2018,Neutral,3,3,1,1,0,0,0.29357798165137616,0.34591194968553457
2018-03-21,West Indies,Scotland,Unknown,Harare Sports Club,Scotland,field,West Indies,2018,Neutral,4,3,0,0,0,1,0.34591194968553457,0.5714285714285714
2018-03-22,United Arab Emirates,Zimbabwe,Unknown,Harare Sports Club,Zimbabwe,field,United Arab Emirates,2018,Neutral,2,2,0,1,0,1,0.3486238532110092,0.29357798165137616
2018-06-13,Australia,England,London,Kennington Oval,Australia,bat,England,2018,England,1,3,8,7,0,0,0.5705882352941176,0.5895953757225434
2018-06-16,England,Australia,Cardiff,Sophia Gardens,Australia,field,England,2018,England,4,1,8,8,0,1,0.5895953757225434,0.5705882352941176
2018-06-19,England,Australia,Nottingham,Trent Bridge,Australia,field,England,2018,England,4,1,9,8,0,1,0.5895953757225434,0.5705882352941176
2018-06-21,Australia,England,Chester-le-Street,Riverside Ground,Australia,bat,England,2018,England,1,4,8,10,0,0,0.5705882352941176,0.5895953757225434
2018-06-24,Australia,England,Manchester,Old Trafford,Australia,bat,England,2018,England,0,5,8,11,0,0,0.5705882352941176,0.5895953757225434
2018-07-12,England,India,Nottingham,Trent Bridge,India,field,India,2018,England,5,4,3,2,1,0,0.5895953757225434,0.673469387755102
2018-07-13,Pakistan,Zimbabwe,Bulawayo,Queens Sports Club,Zimbabwe,field,Pakistan,2018,Neutral,0,2,5,1,0,1,0.5123456790123457,0.29357798165137616
2018-07-14,England,India,London,Lord's,England,bat,England,2018,England,4,4,3,3,1,1,0.5895953757225434,0.673469387755102
2018-07-16,Zimbabwe,Pakistan,Bulawayo,Queens Sports Club,Zimbabwe,bat,Pakistan,2018,Neutral,2,1,1,6,0,0,0.29357798165137616,0.5123456790123457
2018-07-17,India,England,Leeds,Headingley,England,field,England,2018,England,3,4,3,4,1,0,0.673469387755102,0.5895953757225434
2018-07-18,Zimbabwe,Pakistan,Bulawayo,Queens Sports Club,Zimbabwe,bat,Pakistan,2018,Neutral,1,2,1,7,0,0,0.29357798165137616,0.5123456790123457
2018-07-20,Pakistan,Zimbabwe,Bulawayo,Queens Sports Club,Pakistan,bat,Pakistan,2018,Neutral,3,0,8,1,1,1,0.5123456790123457,0.29357798165137616
2018-07-22,Bangladesh,West Indies,Guyana,Providence Stadium,Bangladesh,bat,Bangladesh,2018,Neutral,3,5,0,0,1,1,0.5107913669064749,0.34591194968553457
2018-07-22,Pakistan,Zimbabwe,Bulawayo,Queens Sports Club,Pakistan,bat,Pakistan,2018,Neutral,4,0,9,1,1,1,0.5123456790123457,0.29357798165137616
2018-07-25,West Indies,Bangladesh,Guyana,Providence Stadium,Bangladesh,field,West Indies,2018,Neutral,4,3,0,1,0,1,0.34591194968553457,0.5107913669064749
2018-07-28,Bangladesh,West Indies,St Kitts,"Warner Park, Basseterre",Bangladesh,bat,Bangladesh,2018,Neutral,2,4,1,1,1,1,0.5107913669064749,0.34591194968553457
2018-07-29,Sri Lanka,South Africa,Unknown,Rangiri Dambulla International Stadium,Sri Lanka,bat,South Africa,2018,Neutral,3,1,0,7,0,0,0.41899441340782123,0.5828220858895705
2018-08-01,Sri Lanka,South Africa,Unknown,Rangiri Dambulla International Stadium,Sri Lanka,bat,South Africa,2018,Neutral,3,2,0,8,0,0,0.41899441340782123,0.5828220858895705
2018-08-05,South Africa,Sri Lanka,Unknown,Pallekele International Cricket Stadium,Sri Lanka,field,South Africa,2018,Sri Lanka,3,3,9,0,0,1,0.5828220858895705,0.41899441340782123
2018-08-08,Sri Lanka,South Africa,Unknown,Pallekele International Cricket Stadium,South Africa,field,Sri Lanka,2018,Sri Lanka,2,3,0,10,0,1,0.41899441340782123,0.5828220858895705
2018-08-12,Sri Lanka,South Africa,Colombo,"R.Premadasa Stadium, Khettarama",Sri Lanka,bat,Sri Lanka,2018,Sri Lanka,2,3,1,10,1,1,0.41899441340782123,0.5828220858895705
2018-08-30,United Arab Emirates,Nepal,Kuala Lumpur,Kinrara Academy Oval,Nepal,field,United Arab Emirates,2018,Neutral,2,0,0,0,0,1,0.3486238532110092,0.5185185185185185
2018-09-15,Bangladesh,Sri Lanka,Unknown,Dubai International Cricket Stadium,Bangladesh,bat,Bangladesh,2018,Neutral,2,2,2,4,1,1,0.5107913669064749,0.41899441340782123
2018-09-16,Hong Kong,Pakistan,Unknown,Dubai International Cricket Stadium,Hong Kong,bat,Pakistan,2018,Neutral,1,5,0,0,0,0,0.38461538461538464,0.5123456790123457
2018-09-18,India,Hong Kong,Unknown,Dubai International Cricket Stadium,Hong Kong,field,India,2018,Neutral,3,1,0,0,0,1,0.673469387755102,0.38461538461538464
2018-09-19,Pakistan,India,Unknown,Dubai International Cricket Stadium,Pakistan,bat,India,2018,Neutral,5,3,1,2,0,0,0.5123456790123457,0.673469387755102
2018-09-21,Bangladesh,India,Unknown,Dubai International Cricket Stadium,India,field,India,2018,Neutral,3,3,2,3,1,0,0.5107913669064749,0.673469387755102
2018-09-23,Pakistan,India,Unknown,Dubai International Cricket Stadium,Pakistan,bat,India,2018,Neutral,4,3,1,3,0,0,0.5123456790123457,0.673469387755102
2018-09-26,Bangladesh,Pakistan,Abu Dhabi,Sheikh Zayed Stadium,Bangladesh,bat,Bangladesh,2018,Neutral,3,3,3,0,1,1,0.5107913669064749,0.5123456790123457
2018-09-28,Bangladesh,India,Unknown,Dubai International Cricket Stadium,India,field,India,2018,Neutral,3,4,2,4,1,0,0.5107913669064749,0.673469387755102
2018-09-30,Zimbabwe,South Africa,Kimberley,Diamond Oval,South Africa,field,South Africa,2018,Neutral,0,3,0,1,1,0,0.29357798165137616,0.5828220858895705
2018-10-03,South Africa,Zimbabwe,Bloemfontein,Mangaung Oval,South Africa,bat,South Africa,2018,South Africa,3,0,2,0,1,1,0.5828220858895705,0.29357798165137616
2018-10-06,Zimbabwe,South Africa,Paarl,Boland Park,Zimbabwe,bat,South Africa,2018,Neutral,0,3,0,3,0,0,0.29357798165137616,0.5828220858895705
2018-10-13,England,Sri Lanka,Unknown,Rangiri Dambulla International Stadium,Sri Lanka,field,England,2018,Neutral,4,2,3,1,0,1,0.5895953757225434,0.41899441340782123
2018-10-17,Sri Lanka,England,Unknown,Pallekele International Cricket Stadium,England,field,England,2018,Sri Lanka,2,4,1,4,1,0,0.41899441340782123,0.5895953757225434
2018-10-20,Sri Lanka,England,Unknown,Pallekele International Cricket Stadium,England,field,England,2018,Sri Lanka,2,4,1,5,1,0,0.41899441340782123,0.5895953757225434
2018-10-21,Bangladesh,Zimbabwe,Dhaka,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,Bangladesh,2018,Bangladesh,3,0,5,0,1,1,0.5107913669064749,0.29357798165137616
2018-10-21,West Indies,India,Guwahati,Barsapara Cricket Stadium,India,field,India,2018,Neutral,3,5,1,4,1,0,0.34591194968553457,0.673469387755102
2018-10-23,Sri Lanka,England,Colombo,"R.Premadasa Stadium, Khettarama",Sri Lanka,bat,Sri Lanka,2018,Sri Lanka,1,5,1,6,1,1,0.41899441340782123,0.5895953757225434
2018-10-24,Zimbabwe,Bangladesh,Chattogram,Zahur Ahmed Chowdhury Stadium,Bangladesh,field,Bangladesh,2018,Bangladesh,0,3,0,6,1,0,0.29357798165137616,0.5107913669064749
2018-10-26,Zimbabwe,Bangladesh,Chattogram,Zahur Ahmed Chowdhury Stadium,Bangladesh,field,Bangladesh,2018,Bangladesh,0,3,0,7,1,0,0.29357798165137616,0.5107913669064749
2018-10-27,West Indies,India,Pune,Maharashtra Cricket Association Stadium,India,field,West Indies,2018,Neutral,2,5,1,5,0,1,0.34591194968553457,0.673469387755102
2018-10-29,India,West Indies,Mumbai,Brabourne Stadium,India,bat,India,2018,India,4,2,5,2,1,1,0.673469387755102,0.34591194968553457
2018-11-01,West Indies,India,Thiruvananthapuram,Greenfield International Stadium,West Indies,bat,India,2018,Neutral,2,4,2,6,0,0,0.34591194968553457,0.673469387755102
2018-11-04,Australia,South Africa,Unknown,Perth Stadium,South Africa,field,South Africa,2018,Australia,0,3,1,6,1,0,0.5705882352941176,0.5828220858895705
2018-11-07,New Zealand,Pakistan,Abu Dhabi,Sheikh Zayed Stadium,New Zealand,bat,New Zealand,2018,Neutral,2,2,9,0,1,1,0.6271186440677966,0.5123456790123457
2018-11-09,Australia,South Africa,Unknown,Adelaide Oval,South Africa,field,Australia,2018,Australia,0,4,1,7,0,1,0.5705882352941176,0.5828220858895705
2018-11-09,New Zealand,Pakistan,Abu Dhabi,Sheikh Zayed Stadium,New Zealand,bat,Pakistan,2018,Neutral,2,1,10,0,0,0,0.6271186440677966,0.5123456790123457
2018-11-11,South Africa,Australia,Hobart,Bellerive Oval,Australia,field,South Africa,2018,Australia,4,1,7,2,0,1,0.5828220858895705,0.5705882352941176
2018-12-09,Bangladesh,West Indies,Dhaka,"Shere Bangla National Stadium, Mirpur",West Indies,bat,Bangladesh,2018,Bangladesh,4,1,2,1,0,1,0.5107913669064749,0.34591194968553457
2018-12-11,Bangladesh,West Indies,Dhaka,"Shere Bangla National Stadium, Mirpur",West Indies,field,West Indies,2018,Bangladesh,4,1,3,1,1,0,0.5107913669064749,0.34591194968553457
2018-12-14,Bangladesh,West Indies,Sylhet,Sylhet International Cricket Stadium,Bangladesh,field,Bangladesh,2018,Neutral,4,2,3,2,1,1,0.5107913669064749,0.34591194968553457
2019-01-03,New Zealand,Sri Lanka,Mount Maunganui,Bay Oval,New Zealand,bat,New Zealand,2019,New Zealand,2,1,8,3,1,1,0.6271186440677966,0.41899441340782123
2019-01-05,New Zealand,Sri Lanka,Mount Maunganui,Bay Oval,New Zealand,bat,New Zealand,2019,New Zealand,3,1,9,3,1,1,0.6271186440677966,0.41899441340782123
2019-01-08,New Zealand,Sri Lanka,Nelson,Saxton Oval,Sri Lanka,field,New Zealand,2019,New Zealand,3,1,10,3,0,1,0.6271186440677966,0.41899441340782123
2019-01-12,Australia,India,Sydney,Sydney Cricket Ground,Australia,bat,Australia,2019,Australia,1,4,7,5,1,1,0.5705882352941176,0.673469387755102
2019-01-15,Australia,India,Adelaide,Adelaide Oval,Australia,bat,India,2019,Australia,2,3,8,5,0,0,0.5705882352941176,0.673469387755102
2019-01-18,Australia,India,Melbourne,Melbourne Cricket Ground,India,field,India,2019,Australia,2,3,8,6,1,0,0.5705882352941176,0.673469387755102
2019-01-19,South Africa,Pakistan,Port Elizabeth,St George's Park,South Africa,bat,Pakistan,2019,South Africa,4,1,0,2,0,0,0.5828220858895705,0.5123456790123457
2019-01-22,South Africa,Pakistan,Durban,Kingsmead,South Africa,field,South Africa,2019,South Africa,3,2,0,3,1,1,0.5828220858895705,0.5123456790123457
2019-01-23,New Zealand,India,Napier,McLean Park,New Zealand,bat,India,2019,New Zealand,4,4,3,5,0,0,0.6271186440677966,0.673469387755102
2019-01-25,United Arab Emirates,Nepal,Dubai,ICC Academy,United Arab Emirates,field,United Arab Emirates,2019,Neutral,2,0,1,0,1,1,0.3486238532110092,0.5185185185185185
2019-01-25,South Africa,Pakistan,Centurion,SuperSport Park,Pakistan,bat,South Africa,2019,South Africa,3,2,1,3,0,1,0.5828220858895705,0.5123456790123457
2019-01-26,United Arab Emirates,Nepal,Dubai,ICC Academy,Nepal,bat,Nepal,2019,Neutral,3,0,2,0,1,0,0.3486238532110092,0.5185185185185185
2019-01-26,New Zealand,India,Mount Maunganui,Bay Oval,India,bat,India,2019,New Zealand,3,4,3,6,1,0,0.6271186440677966,0.673469387755102
2019-01-27,South Africa,Pakistan,Johannesburg,The Wanderers Stadium,Pakistan,field,Pakistan,2019,South Africa,3,2,2,3,1,0,0.5828220858895705,0.5123456790123457
2019-01-28,United Arab Emirates,Nepal,Dubai,ICC Academy,Nepal,field,Nepal,2019,Neutral,3,1,2,1,1,0,0.3486238532110092,0.5185185185185185
2019-01-28,New Zealand,India,Mount Maunganui,Bay Oval,New Zealand,bat,India,2019,New Zealand,3,4,3,7,0,0,0.6271186440677966,0.673469387755102
2019-01-30,South Africa,Pakistan,Cape Town,Newlands,South Africa,field,South Africa,2019,South Africa,3,3,2,4,1,1,0.5828220858895705,0.5123456790123457
2019-01-31,New Zealand,India,Hamilton,Seddon Park,New Zealand,field,New Zealand,2019,New Zealand,2,5,3,8,1,1,0.6271186440677966,0.673469387755102
2019-02-03,New Zealand,India,Wellington,Westpac Stadium,India,bat,India,2019,New Zealand,2,4,4,8,1,0,0.6271186440677966,0.673469387755102
2019-02-13,New Zealand,Bangladesh,Napier,McLean Park,Bangladesh,bat,New Zealand,2019,New Zealand,1,4,5,2,0,1,0.6271186440677966,0.5107913669064749
2019-02-16,New Zealand,Bangladesh,Christchurch,Hagley Oval,New Zealand,field,New Zealand,2019,New Zealand,2,3,6,2,1,1,0.6271186440677966,0.5107913669064749
2019-02-20,West Indies,England,Bridgetown,"Kensington Oval, Barbados",West Indies,bat,England,2019,West Indies,1,4,0,7,0,0,0.34591194968553457,0.5895953757225434
2019-02-20,New Zealand,Bangladesh,Dunedin,University Oval,Bangladesh,field,New Zealand,2019,New Zealand,3,2,7,2,0,1,0.6271186440677966,0.5107913669064749
2019-02-22,West Indies,England,Bridgetown,"Kensington Oval, Barbados",England,field,West Indies,2019,West Indies,1,4,0,8,0,1,0.34591194968553457,0.5895953757225434
2019-02-27,West Indies,England,St George's,"National Cricket Stadium, Grenada",West Indies,field,England,2019,Neutral,2,3,1,8,0,0,0.34591194968553457,0.5895953757225434
2019-03-02,West Indies,England,Gros Islet,"Darren Sammy National Cricket Stadium, St Lucia",West Indies,field,West Indies,2019,Neutral,2,3,1,9,1,1,0.34591194968553457,0.5895953757225434
2019-03-02,India,Australia,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Australia,bat,India,2019,India,4,2,7,8,0,1,0.673469387755102,0.5705882352941176
2019-03-03,South Africa,Sri Lanka,Johannesburg,The Wanderers Stadium,South Africa,field,South Africa,2019,South Africa,3,1,10,2,1,1,0.5828220858895705,0.41899441340782123
2019-03-05,India,Australia,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",Australia,field,India,2019,Neutral,4,1,8,8,0,1,0.673469387755102,0.5705882352941176
2019-03-06,South Africa,Sri Lanka,Centurion,SuperSport Park,Sri Lanka,field,South Africa,2019,South Africa,4,1,11,2,0,1,0.5828220858895705,0.41899441340782123
2019-03-08,India,Australia,Ranchi,JSCA International Stadium Complex,India,field,Australia,2019,Neutral,4,1,9,8,0,0,0.673469387755102,0.5705882352941176
2019-03-10,South Africa,Sri Lanka,Durban,Kingsmead,Sri Lanka,field,South Africa,2019,South Africa,4,0,12,2,0,1,0.5828220858895705,0.41899441340782123
2019-03-10,India,Australia,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,bat,Australia,2019,Neutral,3,1,9,9,0,0,0.673469387755102,0.5705882352941176
2019-03-13,India,Australia,Delhi,Arun Jaitley Stadium,Australia,bat,Australia,2019,India,3,2,9,10,1,0,0.673469387755102,0.5705882352941176
2019-03-13,South Africa,Sri Lanka,Port Elizabeth,St George's Park,South Africa,field,South Africa,2019,South Africa,4,0,13,2,1,1,0.5828220858895705,0.41899441340782123
2019-03-16,South Africa,Sri Lanka,Cape Town,Newlands,Sri Lanka,bat,South Africa,2019,South Africa,5,0,14,2,0,1,0.5828220858895705,0.41899441340782123
2019-03-22,Australia,Pakistan,Sharjah,Sharjah Cricket Stadium,Pakistan,bat,Australia,2019,Neutral,3,2,5,1,0,1,0.5705882352941176,0.5123456790123457
2019-03-24,Australia,Pakistan,Sharjah,Sharjah Cricket Stadium,Pakistan,bat,Australia,2019,Neutral,4,1,6,1,0,1,0.5705882352941176,0.5123456790123457
2019-03-27,Australia,Pakistan,Abu Dhabi,Sheikh Zayed Stadium,Australia,bat,Australia,2019,Neutral,5,1,7,1,1,1,0.5705882352941176,0.5123456790123457
2019-03-29,Australia,Pakistan,Dubai,Dubai International Cricket Stadium,Pakistan,field,Australia,2019,Neutral,5,1,8,1,0,1,0.5705882352941176,0.5123456790123457
2019-03-31,Australia,Pakistan,Dubai,Dubai International Cricket Stadium,Pakistan,field,Australia,2019,Neutral,5,0,9,1,0,1,0.5705882352941176,0.5123456790123457
2019-04-10,Zimbabwe,United Arab Emirates,Harare,Harare Sports Club,Zimbabwe,field,Zimbabwe,2019,Neutral,0,3,1,1,1,1,0.29357798165137616,0.3486238532110092
2019-04-12,Zimbabwe,United Arab Emirates,Harare,Harare Sports Club,Zimbabwe,field,Zimbabwe,2019,Neutral,1,2,2,1,1,1,0.29357798165137616,0.3486238532110092
2019-04-16,Zimbabwe,United Arab Emirates,Harare,Harare Sports Club,United Arab Emirates,bat,Zimbabwe,2019,Neutral,2,1,3,1,0,1,0.29357798165137616,0.3486238532110092
2019-04-27,Namibia,Oman,Windhoek,Wanderers Cricket Ground,Namibia,bat,Namibia,2019,Neutral,0,0,0,0,1,1,0.5,0.5151515151515151
2019-04-27,Papua New Guinea,United States of America,Windhoek,Affies Park,Papua New Guinea,field,Papua New Guinea,2019,Neutral,1,0,0,0,1,1,0.2,0.5571428571428572
2019-05-03,Ireland,England,Dublin,"The Village, Malahide",England,field,England,2019,Neutral,3,2,0,2,1,0,0.4024390243902439,0.5895953757225434
2019-05-05,Ireland,West Indies,Dublin,Castle Avenue,Ireland,field,West Indies,2019,Neutral,2,2,1,1,0,0,0.4024390243902439,0.34591194968553457
2019-05-07,Bangladesh,West Indies,Dublin,Castle Avenue,West Indies,bat,Bangladesh,2019,Neutral,1,3,4,2,0,1,0.5107913669064749,0.34591194968553457
2019-05-11,Ireland,West Indies,Dublin,"The Village, Malahide",Ireland,bat,West Indies,2019,Neutral,2,3,1,2,0,0,0.4024390243902439,0.34591194968553457
2019-05-11,England,Pakistan,Southampton,The Rose Bowl,Pakistan,field,England,2019,Neutral,3,0,7,3,0,1,0.5895953757225434,0.5123456790123457
2019-05-13,Bangladesh,West Indies,Dublin,"The Village, Malahide",West Indies,bat,Bangladesh,2019,Neutral,2,3,5,2,0,1,0.5107913669064749,0.34591194968553457
2019-05-14,England,Pakistan,Bristol,County Ground,England,field,England,2019,Neutral,3,0,8,3,1,1,0.5895953757225434,0.5123456790123457
2019-05-15,Ireland,Bangladesh,Dublin,Castle Avenue,Ireland,bat,Bangladesh,2019,Neutral,1,2,0,1,0,0,0.4024390243902439,0.5107913669064749
2019-05-17,Bangladesh,West Indies,Dublin,"The Village, Malahide",Bangladesh,field,Bangladesh,2019,Neutral,3,3,6,2,1,1,0.5107913669064749,0.34591194968553457
2019-05-17,England,Pakistan,Nottingham,Trent Bridge,England,field,England,2019,England,4,0,9,3,1,1,0.5895953757225434,0.5123456790123457
2019-05-19,England,Pakistan,Leeds,Headingley,England,bat,England,2019,England,4,0,10,3,1,1,0.5895953757225434,0.5123456790123457
